sg_uf,nm_ue,ds_cargo,ds_sit_tot_turno,ds_genero,ds_cor_raca,ds_grau_instrucao,nr_cpf,ds_ocupacao,sg_partido
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PRD
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",PRD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PRD
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,PEDAGOGO,PRD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MILITAR REFORMADO,PRD
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,DEPUTADO,PSD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSD
SE,Aracaju,VEREADOR,ELEITO POR MÉDIA,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PSD
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PSD
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AGIR
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PSICÓLOGO,AGIR
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VETERINÁRIO,PSB
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,OUTROS,PSB
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,DC
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,PRODUTOR DE ESPETÁCULOS PÚBLICOS,DC
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,DC
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO SUPERIOR,PV
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,JORNALISTA E REDATOR,PL
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PL
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PL
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PDT
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PDT
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),PDT
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PDT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,NÃO INFORMADO,ENSINO MÉDIO COMPLETO,-4,OUTROS,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,COMERCIANTE,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,POLICIAL CIVIL,MDB
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,MDB
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,MDB
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO INCOMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PODE
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,COZINHEIRO,PODE
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,OUTROS,PODE
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PODE
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PODE
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),PP
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PP
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PSOL
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR INCOMPLETO,-4,"CARPINTEIRO, MARCENEIRO E ASSEMELHADOS",REDE
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,UNIÃO
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,BOMBEIRO CIVIL,UNIÃO
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,UNIÃO
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PSDB
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,PSDB
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSDB
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,SUPERIOR INCOMPLETO,-4,MASSAGISTA,PSDB
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,COMERCIANTE,SOLIDARIEDADE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,SOLIDARIEDADE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,AVANTE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL CIVIL,AVANTE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,AVANTE
SE,Aracaju,VEREADOR,#NULO,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,OUTROS,MDB
SE,Aracaju,PREFEITO,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,PDT
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADVOGADO,REPUBLICANOS
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ENGENHEIRO,REPUBLICANOS
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,REPUBLICANOS
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,AGENTE ADMINISTRATIVO,NOVO
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,PRD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,PRD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,VEREADOR,PSD
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PSD
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PSB
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PSB
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PSB
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,DC
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,DC
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,MÚSICO,PT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PDT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,ADMINISTRADOR,PDT
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ASSISTENTE SOCIAL,PDT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO INCOMPLETO,-4,EMPRESÁRIO,PDT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PDT
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,PDT
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,AGENTE DE SAÚDE E SANITARISTA,MOBILIZA
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL CIVIL,MDB
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,CONTADOR,MDB
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PODE
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,CONTADOR,PODE
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,PODE
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO FUNDAMENTAL,PP
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PP
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,CABELEIREIRO E BARBEIRO,PSOL
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",REDE
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,OUTROS,PSOL
SE,Aracaju,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO EM INFORMÁTICA,PSOL
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PSOL
SE,Aracaju,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,UNIÃO
SE,Aracaju,VEREADOR,SUPLENTE,FEMININO,AMARELA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,UNIÃO
SE,Aracaju,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO FUNDAMENTAL,PSDB
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,SOLIDARIEDADE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AVANTE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,AVANTE
SE,Aracaju,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,AVANTE
SE,Aracaju,VICE-PREFEITO,#NULO,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,MDB
BA,Salvador,PREFEITO,NÃO ELEITO,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,TRABALHADOR DE CONSTRUÇÃO CIVIL,PCO
BA,Salvador,VEREADOR,#NULO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,SOLIDARIEDADE
BA,Salvador,VEREADOR,#NULO,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,NOVO
BA,Salvador,VEREADOR,#NULO,FEMININO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PMB
BA,Salvador,VEREADOR,#NULO,FEMININO,PRETA,SUPERIOR COMPLETO,-4,ASSISTENTE SOCIAL,PMB
BA,Salvador,VEREADOR,#NULO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PMB
BA,Salvador,PREFEITO,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO FUNDAMENTAL,PCB
BA,Salvador,PREFEITO,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,MDB
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,SOLIDARIEDADE
BA,Salvador,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,SOLIDARIEDADE
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,SOLIDARIEDADE
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO FUNDAMENTAL INCOMPLETO,-4,EMPRESÁRIO,SOLIDARIEDADE
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PRD
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PRD
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,POLICIAL MILITAR,UNIÃO
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,POLICIAL MILITAR,UNIÃO
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,UNIÃO
BA,Salvador,VEREADOR,ELEITO POR QP,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,VEREADOR,UNIÃO
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,UNIÃO
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,AGENTE ADMINISTRATIVO,UNIÃO
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PDT
BA,Salvador,VEREADOR,ELEITO POR MÉDIA,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,VEREADOR,PDT
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PDT
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PDT
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO FUNDAMENTAL COMPLETO,-4,EMPRESÁRIO,MDB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,MDB
BA,Salvador,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,MÉDICO,MDB
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,MDB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,MDB
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PRETA,SUPERIOR INCOMPLETO,-4,DONA DE CASA,PV
BA,Salvador,VEREADOR,ELEITO POR QP,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,BANCÁRIO E ECONOMIÁRIO,PC do B
BA,Salvador,VEREADOR,ELEITO POR QP,FEMININO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,PT
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,BRANCA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PV
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,PROFESSOR DE ENSINO MÉDIO,PT
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PP
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,PP
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO INCOMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PP
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PP
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,OUTROS,PP
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,ADMINISTRADOR,DC
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,DC
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,MASSAGISTA,DC
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,MÉDICO,DC
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,CIENTISTA POLÍTICO,PSB
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PSB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR INCOMPLETO,-4,OUTROS,PSB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO ESTADUAL,PSB
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO MUNICIPAL,PSB
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSOL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,ADVOGADO,PSOL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,NÃO INFORMADO,SUPERIOR COMPLETO,-4,SERVIDOR PÚBLICO FEDERAL,PSOL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,PSOL
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,MOTOBOY,PL
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,BRANCA,SUPERIOR COMPLETO,-4,ADVOGADO,PL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,PL
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,COMERCIANTE,PL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MILITAR REFORMADO,PL
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,PEDAGOGO,PL
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR INCOMPLETO,-4,AGENTE DE SAÚDE E SANITARISTA,PL
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,INDUSTRIAL,PSD
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,AGENTE DE SAÚDE E SANITARISTA,PSD
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,DONA DE CASA,PSD
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,PSD
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO INCOMPLETO,-4,MOTORISTA PARTICULAR,PSD
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,SUPERIOR COMPLETO,-4,POLICIAL MILITAR,PSD
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,EMPRESÁRIO,NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR INCOMPLETO,-4,REPRESENTANTE COMERCIAL,NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,FEMININO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,ADMINISTRADOR,NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,SUPERIOR COMPLETO,-4,EMPRESÁRIO,NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),NOVO
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,BRANCA,ENSINO FUNDAMENTAL COMPLETO,-4,COMERCIANTE,NOVO
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,REPUBLICANOS
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,EMPRESÁRIO,REPUBLICANOS
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
BA,Salvador,VEREADOR,ELEITO POR QP,FEMININO,PRETA,SUPERIOR COMPLETO,-4,VEREADOR,REPUBLICANOS
BA,Salvador,VEREADOR,SUPLENTE,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
BA,Salvador,VEREADOR,SUPLENTE,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,REPUBLICANOS
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,COMERCIÁRIO,AVANTE
BA,Salvador,VEREADOR,NÃO ELEITO,FEMININO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,AVANTE
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,MOTORISTA PARTICULAR,AVANTE
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO FUNDAMENTAL COMPLETO,-4,OUTROS,AVANTE
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PMB
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,APOSENTADO (EXCETO SERVIDOR PÚBLICO),PMB
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PRETA,ENSINO MÉDIO COMPLETO,-4,OUTROS,PMB
BA,Salvador,VEREADOR,NÃO ELEITO,MASCULINO,PARDA,SUPERIOR COMPLETO,-4,MILITAR REFORMADO,PMB
